0,1,2,3,4,5,6,7,8
0.430379746835443,0.32183908045977005,0.28169014084507044,0.14,1.0,0.0,0.726027397260274,0.3,0.0
0.7974683544303797,0.45977011494252873,0.295774647887324,0.08,0.0,0.0,0.7534246575342466,0.31,0.0
0.5949367088607594,0.3563218390804597,0.39436619718309857,0.13,0.0,0.0,0.7397260273972602,0.22,0.0
0.5063291139240506,0.3103448275862069,0.38028169014084523,0.17,0.0,0.6024096385542169,0.6712328767123287,0.22,0.0
0.3924050632911392,0.3563218390804597,0.26760563380281693,0.54,0.0,0.0,0.6575342465753424,0.22,0.0
0.49367088607594933,0.47126436781609193,0.26760563380281693,0.65,0.0,0.0,0.726027397260274,0.22,0.0
0.5569620253164557,0.42528735632183906,0.5211267605633804,0.36,0.0,0.0,0.6712328767123287,0.22,0.0
0.3670886075949367,0.29885057471264365,0.4366197183098592,0.15,0.0,0.0,0.7945205479452054,0.3,0.0
0.40506329113924044,0.29885057471264365,0.3521126760563381,0.21,0.0,0.0,0.726027397260274,0.27,0.0
0.3924050632911392,0.27586206896551724,0.4225352112676057,0.2,0.0,0.0,0.7123287671232876,0.29,0.0
0.3670886075949367,0.3333333333333333,0.39436619718309857,0.35,0.0,0.0,0.726027397260274,0.25,0.0
0.620253164556962,0.3103448275862069,0.32394366197183105,0.46,0.0,0.0,0.726027397260274,0.22,0.0
0.4430379746835443,0.32183908045977005,0.295774647887324,0.44,0.0,0.0,0.726027397260274,0.22,0.0
0.5189873417721519,0.45977011494252873,0.4084507042253521,0.69,0.0,0.0,0.684931506849315,0.22,0.0
0.6962025316455696,0.4827586206896552,0.2253521126760564,0.19,0.0,0.0,0.6301369863013698,0.22,0.0
0.4430379746835443,0.3563218390804597,0.32394366197183105,0.11,0.0,0.0,0.684931506849315,0.22,0.0
0.4556962025316455,0.29885057471264365,0.295774647887324,0.11,0.0,0.0,0.6712328767123287,0.4,0.0
0.5949367088607594,0.3908045977011494,0.3521126760563381,0.11,0.0,0.0,0.6986301369863014,0.26,0.0
0.49367088607594933,0.2413793103448276,0.36619718309859167,0.21,0.0,0.0,0.6712328767123287,0.22,0.0
0.6329113924050632,0.5402298850574712,0.36619718309859167,0.21,0.0,0.0,0.684931506849315,0.25,0.0
0.27848101265822783,0.3793103448275862,0.3380281690140846,0.29,0.0,0.0,0.684931506849315,0.55,0.0
0.4683544303797468,0.29885057471264365,0.30985915492957755,0.21,0.0,0.0,0.7123287671232876,0.28,0.0
0.40506329113924044,0.45977011494252873,0.32394366197183105,0.13,0.0,0.0,0.7534246575342466,0.22,0.0
0.4430379746835443,0.45977011494252873,0.32394366197183105,0.15,0.0,0.0,0.7945205479452054,0.22,0.0
0.5063291139240506,0.43678160919540227,0.32394366197183105,0.51,0.0,0.0,0.7397260273972602,0.22,0.0
0.6075949367088607,0.367816091954023,0.3380281690140846,0.19,0.0,0.0,0.8082191780821917,0.27,0.0
0.5316455696202531,0.47126436781609193,0.19718309859154934,0.1,0.0,0.0,0.7808219178082191,0.32,0.0
0.4683544303797468,0.04597701149425288,0.1126760563380282,0.33,0.0,0.0,0.6027397260273972,0.36,0.0
0.5949367088607594,0.5517241379310345,0.2535211267605634,0.13,0.0,0.0,0.6575342465753424,0.22,0.0
0.40506329113924044,0.6206896551724138,0.26760563380281693,0.27,0.0,0.0,0.726027397260274,0.22,0.0
0.670886075949367,0.5632183908045977,0.28169014084507044,0.15,0.0,0.0,0.726027397260274,0.22,0.0
0.5063291139240506,0.43678160919540227,0.19718309859154934,0.87,0.0,0.0,0.7123287671232876,0.22,0.0
0.34177215189873417,0.5517241379310345,0.45070422535211274,0.12,0.0,0.0,0.726027397260274,0.47,0.0
0.569620253164557,0.5632183908045977,0.3380281690140846,0.24,0.0,0.0,0.7808219178082191,0.22,0.0
