0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0.48208339545748224,1.0,1.0,0.03766319439117562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7307692307692307,0.1111111111111111,1.0,1.0,0.0,0.631578947368421,0.3142857142857143,0.4174999999999999,0.38775510204081637,0.5,0.5294117647058824,0.09090909090909091,0.19130434782608693,0.5333333333333333,0.5408560311284045,0.6370656370656371,0.0,0.0,0.8064516129032258,0.2333333333333333,0.1875,0.6666666666666666,0.5384063173007897,1.0,0.0
0.4818348988618856,2.0,2.0,0.3705413988309835,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5,0.8888888888888888,2.0,1.0,0.0,0.7789473684210526,0.14285714285714285,0.7499999999999999,0.489795918367347,0.5,0.5294117647058824,0.3181818181818182,0.18840579710144928,0.5,0.49805447470817105,0.6872586872586872,0.0,0.0,0.9032258064516128,0.3,0.375,0.6666666666666666,0.497846374730797,1.0,0.0
0.4818348988618856,3.0,3.0,0.24532470122577973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5384615384615384,0.8888888888888888,2.0,1.0,0.0,0.5684210526315789,0.14285714285714285,0.4174999999999999,0.489795918367347,0.391304347826087,0.11764705882352941,0.3181818181818182,0.16231884057971013,0.24466666666666667,0.5680933852140078,0.6486486486486486,0.0,0.0,0.8064516129032258,0.43333333333333335,0.375,0.6666666666666666,0.6482412060301509,1.0,0.0
0.4821827940957209,4.0,4.0,0.21942837856496325,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.5384615384615384,0.1111111111111111,1.0,1.0,0.0,0.5263157894736842,0.3142857142857143,0.4174999999999999,0.5918367346938775,0.5,0.5294117647058824,0.3181818181818182,0.0,0.6666666666666666,0.6420233463035019,0.7915057915057916,0.4166666666666667,0.0,0.7419354838709676,0.19999999999999998,0.21875,0.6666666666666666,0.598348887293611,1.0,0.0
0.4818348988618856,5.0,3.0,0.2299832778485188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5384615384615384,0.1111111111111111,2.0,1.0,0.0,0.5263157894736842,0.14285714285714285,0.335,0.5714285714285715,0.41304347826086957,0.23529411764705882,0.2727272727272727,0.24927536231884057,0.24466666666666667,0.49805447470817105,0.6023166023166024,0.4166666666666667,0.0,0.8064516129032258,0.26666666666666666,0.375,0.6666666666666666,0.497846374730797,1.0,0.0
0.4821827940957209,6.0,5.0,0.19488210116134574,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.1111111111111111,1.0,2.0,1.0,0.5263157894736842,0.3142857142857143,0.4174999999999999,0.5408163265306123,0.391304347826087,0.5294117647058824,0.3181818181818182,0.0,1.0,0.8365758754863812,0.5984555984555985,0.5,0.0,0.8064516129032258,0.19999999999999998,0.0625,0.6666666666666666,0.598348887293611,1.0,0.0
0.4821827940957209,7.0,5.0,0.19488210116134574,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.9615384615384616,0.8888888888888888,1.0,3.0,1.0,0.5263157894736842,0.3142857142857143,0.1675,0.5408163265306123,0.391304347826087,0.5294117647058824,0.2727272727272727,0.0,1.0,0.8365758754863812,0.5984555984555985,0.5,0.0,0.8064516129032258,0.3666666666666667,0.0625,0.6666666666666666,0.598348887293611,1.0,0.0
0.4822324934148402,8.0,2.0,0.3705413988309835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.6666666666666666,2.0,1.0,0.0,0.5263157894736842,0.2857142857142857,0.585,0.08163265306122455,0.2826086956521739,0.5294117647058824,1.0,0.0,0.36666666666666664,0.7470817120622568,0.6872586872586872,0.125,0.0,0.9677419354838709,0.3333333333333333,0.375,0.6666666666666666,0.4745154343144293,1.0,1.0
0.48233189205307886,9.0,6.0,0.21404353895954467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.1111111111111111,2.0,1.0,1.0,0.8421052631578947,0.22857142857142856,0.5,0.489795918367347,0.391304347826087,0.7647058823529411,0.36363636363636365,0.6579710144927536,0.43333333333333335,0.17509727626459143,0.3783783783783784,0.0,0.0,0.9677419354838709,0.3333333333333333,0.3125,0.6666666666666666,0.5979899497487436,1.0,0.0
0.48233189205307886,10.0,6.0,0.21404353895954467,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.8888888888888888,2.0,1.0,0.0,0.8421052631578947,0.22857142857142856,0.1675,0.489795918367347,0.2391304347826087,0.5294117647058824,0.3181818181818182,0.4492753623188406,0.43333333333333335,0.29182879377431903,0.5366795366795366,0.0,0.0,0.9677419354838709,0.3333333333333333,0.3125,0.6666666666666666,0.5958363244795404,1.0,0.0
