0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.48148148148148145,0.33082706552470464,0.0,0.42743221608309406,0.20733652529266347,0.0,0.0,0.06666666666666671,0.27941176470588236,0.0,0.20512820512820515,0.7175141242937852,0.16513761467889906,0.6551724137931034,0.3333333333333333,0.10000000000000002,0.6377952755905512,0.5779816513761469,0.5779816513761468,0.0446096654275093,0.5,0.0
0.5,0.17228286436827586,0.0,0.5564784038799003,0.21594684128405317,0.0,0.0,0.053333333333333344,0.27941176470588236,0.0,0.26429980276134124,0.7175141242937852,0.16513761467889906,0.6551724137931034,0.27777777777777773,0.10000000000000002,0.6377952755905512,0.5688073394495413,0.5596330275229358,0.048327137546468404,0.5,0.0
0.5185185185185185,0.13279678234311584,0.0,0.5147247139838668,0.16645326733354673,0.0,0.0,0.053333333333333344,0.3235294117647059,0.0,0.45364891518737677,0.6440677966101696,0.02752293577981646,0.4137931034482759,0.611111111111111,0.0,0.6062992125984252,0.5596330275229359,0.5504587155963302,0.048327137546468404,1.0,0.0
0.48148148148148145,0.33783154980889457,0.0,0.545602608754886,0.0,0.0,0.0,0.053333333333333344,0.3235294117647059,0.0,0.39250493096646943,0.6440677966101696,0.02752293577981646,0.4137931034482759,0.5,0.0,0.6062992125984252,0.5779816513761469,0.5596330275229358,0.04089219330855019,1.0,0.0
0.4629629629629629,0.26323422544869995,0.15049924699137285,0.5101522855733502,0.16497462133502536,0.0,0.0,0.21333333333333332,0.17647058823529413,0.0,0.25443786982248523,0.3559322033898305,0.3486238532110092,0.2758620689655173,0.27777777777777773,0.0,0.5905511811023622,0.5596330275229359,0.5504587155963302,0.026022304832713762,1.0,0.0
0.4629629629629629,0.4707153639946712,0.46270219948000707,0.40544629333252646,0.09833585440166415,0.0,0.0,0.21333333333333332,0.1911764705882353,0.0,0.10650887573964499,0.47457627118644063,0.19266055045871558,0.31034482758620696,0.11111111111111109,0.0,0.6377952755905512,0.5871559633027523,0.5871559633027522,0.03717472118959109,1.0,0.0
0.4444444444444444,0.302752292959502,0.8485459495858829,0.27939950124261886,0.32527105617472896,0.0,0.15596331030091748,0.12,0.3088235294117647,0.0,0.15581854043392507,0.5875706214689265,0.15596330275229356,0.4482758620689655,0.38888888888888884,0.0,0.6535433070866141,0.47706422018348627,0.5321100917431192,0.28252788104089216,0.5,0.0
0.4444444444444444,0.28889772903363087,0.7910863509494301,0.27994429164387186,0.2715877447284122,0.0,0.26044568906657384,0.09333333333333332,0.3088235294117647,0.0,0.17159763313609466,0.5875706214689265,0.15596330275229356,0.4482758620689655,0.16666666666666666,0.0,0.5826771653543307,0.4954128440366973,0.5137614678899082,0.15985130111524165,0.5,0.0
0.4444444444444444,0.3157208101873731,0.9183713293333933,0.305936070703653,0.2968036497031964,0.0,0.0,0.16000000000000003,0.27941176470588236,0.0,0.21499013806706116,0.6892655367231638,0.02752293577981646,0.4827586206896552,0.27777777777777773,0.0,0.6535433070866141,0.5045871559633028,0.5596330275229358,0.26022304832713755,1.0,0.0
0.4444444444444444,0.14753098860985864,0.9381874644959949,0.3812233276768136,0.2773826442226173,0.0,0.26600284284879094,0.14666666666666667,0.25,0.0,0.1735700197238659,0.5423728813559322,0.08256880733944955,0.31034482758620696,0.3333333333333333,0.0,0.5748031496062992,0.4678899082568808,0.4770642201834862,0.13382899628252787,1.0,0.0
